"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"IDA blend","IDB","Land area (sq. km)","AG.LND.TOTL.K2","","5955800","5955800","5955800","5955800","5955800","5955800","5955800","5955800","5955800","5955800","5955800","5955800","5955800","5955800","5955800","5955800","5955800","5955800","5955800","5955800","5955800","5955800","5955800","5955800","5955800","5955800","5955800","5955800","5955800","5955800","5955800","5955800","5955880","5955870","5955860","5955860","5955850","5955840","5955830","5955810","5955810","5955810","5955800","5955810","5955820","5955820","5955820","5955820","5955820","5955780","5955780","5955790","5955810","5955800","5955810","5955820","5955820","5955820","",
"Indonesia","IDN","Land area (sq. km)","AG.LND.TOTL.K2","","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","1811570","",
"IDA only","IDX","Land area (sq. km)","AG.LND.TOTL.K2","","18014530.9981079","18014530.9981079","18014530.9981079","18014530.9981079","18014530.9981079","18014530.9981079","18014530.9981079","18014530.9981079","18014530.9981079","18014530.9981079","18014530.9981079","18014530.9981079","18014530.9981079","18014130.9981079","18013870.9981079","18013870.9981079","18013870.9981079","18013870.9981079","18013870.9981079","18013870.9981079","18013870.9981079","18013870.9981079","18013870.9981079","18013870.9981079","18013870.9981079","18013870.9981079","18013870.9981079","18013870.9981079","18013870.9981079","18013870.9981079","18014750.9981079","18014750.9981079","18014750.9981079","18007828.000061","18007828.000061","18007828.000061","18007828.000061","18007828.000061","18007828.000061","18008178.000061","18008178.000061","18008178.000061","18007988.000061","18006164.9995728","18006104.9995728","18006274.9995728","18006334.9995728","18006124.9995728","18006114.9995728","18006774.9995728","18007059.9995728","18006919.9995728","18006854.9995728","18005680.9956665","18005684.9995728","18005711.9990845","18005711.9990845","17994824.9990845","",
"Isle of Man","IMN","Land area (sq. km)","AG.LND.TOTL.K2","","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","",
"India","IND","Land area (sq. km)","AG.LND.TOTL.K2","","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","2973190","",
"Not classified","INX","Land area (sq. km)","AG.LND.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Land area (sq. km)","AG.LND.TOTL.K2","","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","68890","",
"Iran, Islamic Rep.","IRN","Land area (sq. km)","AG.LND.TOTL.K2","","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","1628760","",
"Iraq","IRQ","Land area (sq. km)","AG.LND.TOTL.K2","","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","437370","434320","434320","434320","434320","434128.0078125","434128.0078125","434128.0078125","434128.0078125","434128.0078125","434128.0078125","",
"Iceland","ISL","Land area (sq. km)","AG.LND.TOTL.K2","","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","100250","",
"Israel","ISR","Land area (sq. km)","AG.LND.TOTL.K2","","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","21640","",
"Italy","ITA","Land area (sq. km)","AG.LND.TOTL.K2","","294110","294110","294110","294110","294110","294110","294110","294110","294110","294110","294110","294110","294110","294110","294110","294110","294110","294110","294110","294110","294110","294110","294110","294110","294110","294110","294110","294110","294110","294110","294110","294110","294110","294110","294110","294110","294110","294110","294110","294110","294110","294110","294140","294140","294140","294140","294140","294140","294140","294140","294140","294140","294140","294140","294140","294140","294140","294140","",
"Jamaica","JAM","Land area (sq. km)","AG.LND.TOTL.K2","","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","10830","",
"Jordan","JOR","Land area (sq. km)","AG.LND.TOTL.K2","","88240","88240","88240","88240","88240","88240","88240","88240","88240","88240","88240","88240","88240","88240","88240","88240","88240","88240","88240","88240","88240","88240","88240","88240","88240","88240","88240","88240","88240","88240","88240","88240","88240","88240","88240","88240","88240","88240","88240","88240","88240","88240","88240","88240","88240","88240","88240","88240","88780","88780","88780","88780","88780","88780","88780","88780","88780","88780","",
"Japan","JPN","Land area (sq. km)","AG.LND.TOTL.K2","","366700","366700","366700","366700","366700","366700","366700","366700","366700","366700","366700","366600","366600","366600","366500","366500","366400","366400","366400","366300","366400","366200","366200","364700","364600","364700","364600","364600","364600","364600","364600","364600","364600","364600","364600","364500","364500","364500","364500","364500","364500","364500","364500","364500","364500","364500","364500","364500","364500","364550","364555","364560","364560","364560","364560","364560","364560","364560","",
"Kazakhstan","KAZ","Land area (sq. km)","AG.LND.TOTL.K2","","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","2699700","",
"Kenya","KEN","Land area (sq. km)","AG.LND.TOTL.K2","","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","569140","",
"Kyrgyz Republic","KGZ","Land area (sq. km)","AG.LND.TOTL.K2","","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","191800","",
"Cambodia","KHM","Land area (sq. km)","AG.LND.TOTL.K2","","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","176520","",
"Kiribati","KIR","Land area (sq. km)","AG.LND.TOTL.K2","","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","810","",
"St. Kitts and Nevis","KNA","Land area (sq. km)","AG.LND.TOTL.K2","","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","260","",
"Korea, Rep.","KOR","Land area (sq. km)","AG.LND.TOTL.K2","","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96460","96740","96790","96800","96820","96850","96880","96920","96990","97060","97200","97190","97310","97425.99609375","97430","97445","97489.00390625","97489.00390625","97489.00390625","",
"Kuwait","KWT","Land area (sq. km)","AG.LND.TOTL.K2","","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","17820","",
"Latin America & Caribbean (excluding high income)","LAC","Land area (sq. km)","AG.LND.TOTL.K2","","19050780","19050780","19050780","19050780","19050780","19050780","19050780","19050780","19050780","19050780","19050780","19050780","19050780","19050780","19050920","19050790","19050790","19050790","19050790","19050790","19050790","19050790","19050790","19050790","19050790","19050790","19050790","19050790","19050790","19050790","19050790","19050790","19050790","19050790","19050790","19050790","19050790","19022310","19022310","19022310","19022310","19021300","19021310","19021320","19021350","19021340","19021350","19021350","19021350","19021350","19021772.9980469","19021359.0039063","19019130","19018930","19018930","19018930","19018930","19018930","",
"Lao PDR","LAO","Land area (sq. km)","AG.LND.TOTL.K2","","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","230800","",
"Lebanon","LBN","Land area (sq. km)","AG.LND.TOTL.K2","","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","10230","",
"Liberia","LBR","Land area (sq. km)","AG.LND.TOTL.K2","","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","96320","",
"Libya","LBY","Land area (sq. km)","AG.LND.TOTL.K2","","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","1759540","",
"St. Lucia","LCA","Land area (sq. km)","AG.LND.TOTL.K2","","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","610","",
"Latin America & Caribbean","LCN","Land area (sq. km)","AG.LND.TOTL.K2","","20071304.43125","20071304.43125","20071304.43125","20071304.43125","20071304.43125","20071304.43125","20071304.43125","20071304.43125","20071304.43125","20071304.43125","20071304.43125","20071304.43125","20071304.43125","20071304.43125","20071444.43125","20071314.43125","20071314.43125","20071314.43125","20071314.43125","20071224.43125","20071224.43125","20071224.43125","20071224.43125","20071224.43125","20071224.43125","20071224.43125","20071224.43125","20071224.43125","20071224.43125","20071224.43125","20071224.43125","20071224.43125","20071224.43125","20071224.43125","20071224.43125","20071224.43125","20071224.43125","20042744.43125","20042744.43125","20042744.43125","20042744.43125","20041734.43125","20041744.43125","20041754.43125","20041784.43125","20041774.43125","20041784.43125","20041784.43125","20041784.43125","20041784.43125","20042207.4292969","20041793.4351562","20039564.43125","20039364.43125","20039364.43125","20039364.43125","20039364.43125","20038832.03125","",
"Least developed countries: UN classification","LDC","Land area (sq. km)","AG.LND.TOTL.K2","","17771343.9981079","17771343.9981079","17771343.9981079","17771343.9981079","17771343.9981079","17771343.9981079","17771343.9981079","17771343.9981079","17771343.9981079","17771343.9981079","17771343.9981079","17771343.9981079","17771343.9981079","17770943.9981079","17770543.9981079","17770543.9981079","17770543.9981079","17770543.9981079","17770543.9981079","17770543.9981079","17770543.9981079","17770543.9981079","17770543.9981079","17770543.9981079","17770543.9981079","17770543.9981079","17770543.9981079","17770543.9981079","17770543.9981079","17770543.9981079","17770543.9981079","17770543.9981079","17770543.9981079","17763621.000061","17763621.000061","17763621.000061","17763621.000061","17763621.000061","17763621.000061","17763971.000061","17763971.000061","17763971.000061","17763971.000061","17762167.9995728","17762107.9995728","17762217.9995728","17762267.9995728","17762057.9995728","17762047.9995728","17762717.9995728","17763002.9995728","17762862.9995728","17762797.9995728","17762797.9995728","17762797.9995728","17762824.9990845","17762824.9990845","17762824.9990845","",
"Low income","LIC","Land area (sq. km)","AG.LND.TOTL.K2","","13652170","13652170","13652170","13652170","13652170","13652170","13652170","13652170","13652170","13652170","13652170","13652170","13652170","13651770","13651370","13651370","13651370","13651370","13651370","13651370","13651370","13651370","13651370","13651370","13651370","13651370","13651370","13651370","13651370","13651370","13651370","13651370","13651370","13651370","13651370","13651370","13651370","13651370","13651370","13651720","13651720","13651720","13651530","13651510","13651510","13651570","13651580","13651580","13651580","13652280","13652535","13652535","13652540","13651365.9960938","13651370","13651370","13651370","13651370","",
"Liechtenstein","LIE","Land area (sq. km)","AG.LND.TOTL.K2","","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","160","",
"Sri Lanka","LKA","Land area (sq. km)","AG.LND.TOTL.K2","","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","62710","",
"Lower middle income","LMC","Land area (sq. km)","AG.LND.TOTL.K2","","20165813.9981079","20165813.9981079","20165813.9981079","20165813.9981079","20165813.9981079","20165813.9981079","20165813.9981079","20165813.9981079","20165813.9981079","20165813.9981079","20165813.9981079","20165813.9981079","20165743.9981079","20165703.9981079","20165683.9981079","20165553.9981079","20165553.9981079","20165553.9981079","20165553.9981079","20165553.9981079","20165553.9981079","20165553.9981079","20165553.9981079","20165553.9981079","20165553.9981079","20165553.9981079","20165553.9981079","20165553.9981079","20165553.9981079","20165553.9981079","20166253.9981079","20166253.9981079","20166333.9981079","20159401.000061","20159391.000061","20159391.000061","20159381.000061","20159371.000061","20159361.000061","20144911.000061","20144941.000061","20144391.000061","20143901.000061","20142107.9995728","20142097.9995728","20142187.9995728","20142207.9995728","20141987.9995728","20141977.9995728","20141897.9995728","20141927.9995728","20141797.9995728","20141747.9995728","20141707.9995728","20141717.9995728","20141754.9990845","20141754.9990845","20141754.9990845","",
"Low & middle income","LMY","Land area (sq. km)","AG.LND.TOTL.K2","","92284357.9981079","92284357.9981079","92284357.9981079","92284357.9981079","92284357.9981079","92284357.9981079","92284357.9981079","92284357.9981079","92284357.9981079","92284357.9981079","92284357.9981079","92284357.9981079","92284287.9981079","92283847.9981079","92283567.9981079","92283437.9981079","92283437.9981079","92283437.9981079","92283437.9981079","92283437.9981079","92283437.9981079","92283437.9981079","92283437.9981079","92283437.9981079","92283437.9981079","92283437.9981079","92283437.9981079","92283437.9981079","92282447.9981079","92282447.9981079","92283437.9981079","92283438.000061","92279748.000061","92268015.0020142","92265025.0020142","92264625.0020142","92265315.0020142","92239410.0020142","92246233.000061","92224963.000061","92224086.3789673","92221359.1231079","92220812.5020142","92219299.5015259","92219346.8745728","92215873.2515259","92215594.628479","92214512.6265259","92212008.2515259","92212732.2456665","92213572.2456665","92212878.2515259","92210421.269104","92209126.2593384","92209145.2632446","92209198.0147095","92209198.0147095","92198311.0147095","",
"Lesotho","LSO","Land area (sq. km)","AG.LND.TOTL.K2","","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","30360","",
"Late-demographic dividend","LTE","Land area (sq. km)","AG.LND.TOTL.K2","","44547515.03125","44547515.03125","44547515.03125","44547515.03125","44547515.03125","44547515.03125","44547515.03125","44547515.03125","44547515.03125","44547515.03125","44547515.03125","44547515.03125","44547475.03125","44547475.03125","44547615.03125","44547615.03125","44547615.03125","44547615.03125","44547615.03125","44547615.03125","44547615.03125","44547615.03125","44547615.03125","44547615.03125","44547615.03125","44547615.03125","44547615.03125","44547615.03125","44546625.03125","44546625.03125","44546735.03125","44546735.0341797","44543045.0341797","44538235.0341797","44535245.0341797","44534845.0341797","44535535.0341797","44538110.0341797","44544933.0322266","44523313.0322266","44522436.4111328","44522569.1552734","44522192.5341797","44522602.5341797","44522739.9072266","44519056.2841797","44518757.6611328","44517875.6591797","44517975.2832031","44518020.2783203","44518049.2773438","44517879.2773438","44518990.2832031","44518996.2792969","44519008.28125","44519022.03125","44519022.03125","44519022.03125","",
"Lithuania","LTU","Land area (sq. km)","AG.LND.TOTL.K2","","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62680","62675","62675","62675","62673.9990234375","62673.9990234375","62675","62650","62650","62642.001953125","62642.001953125","62642.001953125","",
"Luxembourg","LUX","Land area (sq. km)","AG.LND.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2430","2430","2430","2430","2430","2430","2430","2430","2430","2430","2430","2430","2430","2430","2430","2430","2430","2430","2430","",
"Latvia","LVA","Land area (sq. km)","AG.LND.TOTL.K2","","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196","62196.0009765625","62196.0009765625","62196.0009765625","62196.0009765625","62196.0009765625","62196.0009765625","62196.0009765625","62196.0009765625","62196.0009765625","62196.0009765625","62196.0009765625","62196.0009765625","62196.0009765625","62196.0009765625","62196.0009765625","62196.0009765625","62196.0009765625","62180","62240","62200","62180","62190","62180","62180","62180","62180","62180","",
"Macao SAR, China","MAC","Land area (sq. km)","AG.LND.TOTL.K2","","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","25.9999990463257","27.0000004768372","27.0000004768372","27.9999995231628","27.9999995231628","28.5999989509583","29.2000007629395","29.2000007629395","29.5000004768372","29.7000002861023","29.9000000953674","29.9000000953674","30.2999997138977","30.2999997138977","30.3999996185303","30.3999996185303","30.3999996185303","30.3999996185303","",
"St. Martin (French part)","MAF","Land area (sq. km)","AG.LND.TOTL.K2","","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","54.4","","",
"Morocco","MAR","Land area (sq. km)","AG.LND.TOTL.K2","","446340","446340","446340","446340","446340","446340","446340","446340","446340","446340","446340","446340","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","446300","",
"Monaco","MCO","Land area (sq. km)","AG.LND.TOTL.K2","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","",
"Moldova","MDA","Land area (sq. km)","AG.LND.TOTL.K2","","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32870","32950","32940","32930","32930","32920","32910","32900","32880","32880","32880","32870","32880","32890","32890","32890","32890","32890","32850","32850","32860","32880","32870","32880","32890","32890","32890","",
"Madagascar","MDG","Land area (sq. km)","AG.LND.TOTL.K2","","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581540","581795","581795","581800","581800","581800","581800","581800","581800","",
"Maldives","MDV","Land area (sq. km)","AG.LND.TOTL.K2","","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","300","",
"Middle East & North Africa","MEA","Land area (sq. km)","AG.LND.TOTL.K2","","11226270","11226270","11226270","11226270","11226270","11226270","11226270","11226270","11226270","11226270","11226270","11226270","11226230","11226230","11226230","11226230","11226230","11226230","11226230","11226230","11226230","11226230","11226230","11226230","11226230","11226230","11226230","11226230","11226230","11226230","11226230","11226250","11226250","11226250","11226250","11226250","11226250","11226250","11226250","11226250","11226250","11226250","11226070","11226060","11226070","11226130","11226150","11226160","11223650","11223641.9999695","11223646.9999695","11223650","11223458.0078125","11223459.0077972","11223466.007843","11223466.007843","11223466.007843","11223466.007843","",
"Mexico","MEX","Land area (sq. km)","AG.LND.TOTL.K2","","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","1943950","",
"Marshall Islands","MHL","Land area (sq. km)","AG.LND.TOTL.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","180","",
"Middle income","MIC","Land area (sq. km)","AG.LND.TOTL.K2","","78632187.9981079","78632187.9981079","78632187.9981079","78632187.9981079","78632187.9981079","78632187.9981079","78632187.9981079","78632187.9981079","78632187.9981079","78632187.9981079","78632187.9981079","78632187.9981079","78632117.9981079","78632077.9981079","78632197.9981079","78632067.9981079","78632067.9981079","78632067.9981079","78632067.9981079","78632067.9981079","78632067.9981079","78632067.9981079","78632067.9981079","78632067.9981079","78632067.9981079","78632067.9981079","78632067.9981079","78632067.9981079","78631077.9981079","78631077.9981079","78632067.9981079","78632068.000061","78628378.000061","78616645.0020142","78613655.0020142","78613255.0020142","78613945.0020142","78588040.0020142","78594863.000061","78573243.000061","78572366.3789673","78569639.1231079","78569282.5020142","78567789.5015259","78567836.8745728","78564303.2515259","78564014.628479","78562932.6265259","78560428.2515259","78560452.2456665","78561037.2456665","78560343.2515259","78557881.269104","78557760.2632446","78557775.2632446","78557828.0147095","78557828.0147095","78546941.0147095","",
"North Macedonia","MKD","Land area (sq. km)","AG.LND.TOTL.K2","","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25430","25230","25230","25220","25220","25220","25220","25220","25220","25220","25220","25220","25220","",
"Mali","MLI","Land area (sq. km)","AG.LND.TOTL.K2","","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","1220190","",
"Malta","MLT","Land area (sq. km)","AG.LND.TOTL.K2","","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","320","",
