year,ISO_code,countries,region,hf_score,hf_rank,hf_quartile,pf_rol_procedural,pf_rol_civil,pf_rol_criminal,pf_rol,pf_ss_homicide,pf_ss_disappearances_disap,pf_ss_disappearances_violent,pf_ss_disappearances_organized,pf_ss_disappearances_fatalities,pf_ss_disappearances_injuries,pf_ss_disappearances,pf_ss_women_fgm,pf_ss_women_inheritance_widows,pf_ss_women_inheritance_daughters,pf_ss_women_inheritance,pf_ss_women,pf_ss,pf_movement_domestic,pf_movement_foreign,pf_movement_women,pf_movement,pf_religion_estop_establish,pf_religion_estop_operate,pf_religion_estop,pf_religion_harassment,pf_religion_restrictions,pf_religion,pf_association_association,pf_association_assembly,pf_association_political_establish,pf_association_political_operate,pf_association_political,pf_association_prof_establish,pf_association_prof_operate,pf_association_prof,pf_association_sport_establish,pf_association_sport_operate,pf_association_sport,pf_association,pf_expression_killed,pf_expression_jailed,pf_expression_influence,pf_expression_control,pf_expression_cable,pf_expression_newspapers,pf_expression_internet,pf_expression,pf_identity_legal,pf_identity_sex_male,pf_identity_sex_female,pf_identity_sex,pf_identity_divorce,pf_identity,pf_score,pf_rank,ef_government_consumption,ef_government_transfers,ef_government_enterprises,ef_government_tax_income,ef_government_tax_payroll,ef_government_tax,ef_government_soa,ef_government,ef_legal_judicial,ef_legal_courts,ef_legal_protection,ef_legal_military,ef_legal_integrity,ef_legal_enforcement,ef_legal_restrictions,ef_legal_police,ef_legal_crime,ef_legal_gender,ef_legal,ef_money_growth,ef_money_sd,ef_money_inflation,ef_money_currency,ef_money,ef_trade_tariffs_revenue,ef_trade_tariffs_mean,ef_trade_tariffs_sd,ef_trade_tariffs,ef_trade_regulatory_nontariff,ef_trade_regulatory_compliance,ef_trade_regulatory,ef_trade_black,ef_trade_movement_foreign,ef_trade_movement_capital,ef_trade_movement_visit,ef_trade_movement,ef_trade,ef_regulation_credit_ownership,ef_regulation_credit_private,ef_regulation_credit_interest,ef_regulation_credit,ef_regulation_labor_minwage,ef_regulation_labor_firing,ef_regulation_labor_bargain,ef_regulation_labor_hours,ef_regulation_labor_dismissal,ef_regulation_labor_conscription,ef_regulation_labor,ef_regulation_business_adm,ef_regulation_business_bureaucracy,ef_regulation_business_start,ef_regulation_business_bribes,ef_regulation_business_licensing,ef_regulation_business_compliance,ef_regulation_business,ef_regulation,ef_score,ef_rank
2016,GIN,Guinea,Sub-Saharan Africa,5.6,145,4,-,-,-,3.2,6.5,10,10,7.5,10,10,9.5,0.4,10,5,7.5,4,6.6,0,10,5,5,-,-,10,9.1,6.5,8.5,7.5,7.5,-,-,10,-,-,10,-,-,10,9,7.3,10,3.3,2.8,7.5,7.5,7.5,6.6,-,0,0,0,2.5,1.3,5.5,139,7,-,6,5,3,4,4.66,5.4,2.5,2.8,5.9,0.8,4.2,5.4,6.2,2,4.1,0.7,3.23,9.1,9,8.4,5,7.9,-,7.6,7.2,7.4,4.5,1.7,3.1,6.6,6.4,0.8,2.3,3.2,5.1,-,10,10,10,4.4,4.8,7.5,6,8.1,0,5.1,4.2,2.7,9,3.2,8.3,5.5,5.5,6.9,5.69,145
2016,GNB,Guinea-Bissau,Sub-Saharan Africa,5.97,136,4,-,-,-,2.8,8.6,10,10,5,10,10,9,5,5,0,2.5,3.8,7.1,10,10,10,10,-,-,-,9.9,9.8,9.9,-,-,-,-,-,-,-,-,-,-,-,-,10,10,4.3,4,-,-,-,7.1,-,10,10,10,7.5,8.8,6.94,82,8.8,-,0,9,4,6.5,4.43,4.9,1.7,3.2,0,3.3,4.2,3.3,7.3,-,-,0.8,2.9,6.7,7.7,9.7,0,6,-,7.6,7.3,7.5,-,4.3,4.3,10,-,0.8,1.5,1.2,5.7,10,3.6,4,5.9,3.3,-,-,8,2.5,0,3.5,-,3.1,8.3,-,8.5,7.6,6.9,5.4,5.01,158
2016,GUY,Guyana,Latin America & the Caribbean,6.69,91,3,4.9,5.1,4,4.7,2.7,10,10,7.5,10,10,9.5,10,10,10,10,10,7.4,10,10,-,10,-,-,-,9.7,8.7,9.2,-,-,-,-,-,-,-,-,-,-,-,-,10,10,6.3,6,-,-,-,8.1,-,0,10,5,-,5,7.04,79,5.4,-,6,8,5,6.5,6.4,6.1,3.9,4.1,4.5,6.7,2.5,4.4,7.6,3,4.4,0.9,4.4,9.8,8.7,9.9,5,8.3,-,7.8,5.1,6.5,6.2,1.4,3.8,10,5.7,5.8,4.5,5.3,6.4,10,0,9,6.3,8.9,5.9,6.9,4,7.4,10,7.2,4,4.4,9.3,3.1,7.5,7.1,5.9,6.5,6.34,114
2016,HTI,Haiti,Latin America & the Caribbean,6.83,80,2,-,-,-,3.6,6.2,10,10,5,9.8,10,9,10,5,5,5,7.5,7.6,10,10,10,10,-,-,10,8.9,6.3,8.4,10,10,-,-,10,-,-,10,-,-,10,10,10,10,4.3,5.8,10,7.5,10,8.2,0,10,10,10,10,6.7,7.11,77,8.8,9.9,7,8,-,8,9.4,8.6,2.4,2.4,2.8,0,2.5,3.9,2.7,3.44,3.63,0.9,2.5,7.9,8.7,7.2,5,7.2,-,8.2,5.8,7,5.2,7.3,6.2,10,4.2,6.2,10,6.8,7.5,8,7.5,10,8.5,6.7,4.6,6.4,10,10,10,7.9,2.9,0,4.7,2,9.3,7.9,4.5,7,6.56,102
2016,HND,Honduras,Latin America & the Caribbean,6.71,88,3,3.1,4.1,2.4,3.2,0,10,10,7.5,9.9,10,9.5,10,5,5,5,7.5,5.7,10,10,5,8.3,-,-,10,8.8,7.4,8.7,7.5,7.5,-,-,7.5,-,-,10,-,-,10,8.5,10,10,4,1.8,10,10,10,8,0,10,10,10,10,6.7,6.23,113,7.1,10,10,9,9,9,9.8,9.2,2.8,2.9,4.6,4.2,2.5,2.9,7.6,2.6,2.2,0.9,3.4,8.5,9.2,9.5,10,9.3,9.5,8.9,6.9,8.4,5.1,4.5,4.8,10,5.9,2.3,8.6,5.6,7.2,10,9.3,9,9.4,0,4.4,5.8,8,2.5,10,5.1,2.5,3.8,9.1,3.2,9.4,7.5,5.9,6.8,7.19,63
2016,HKG,Hong Kong,East Asia,8.74,3,1,6.5,7.7,7.2,7.1,9.8,-,10,-,10,10,10,10,5,10,7.5,8.8,9.5,-,-,10,10,-,-,7.5,9.5,8.8,8.6,7.5,7.5,-,-,7.5,-,-,7.5,-,-,10,8,10,10,5.7,5,10,10,10,8.7,7,10,10,10,10,9,8.59,32,7.9,9.4,7,10,10,10,6.6,8.2,8.5,7.5,8.6,8.3,8.3,6.1,6.9,8.9,8,1,7.9,9.1,9.6,9.5,10,9.6,10,10,10,10,8,9.6,8.8,10,8.5,6.9,10,8.5,9.3,10,10,10,10,10,8,8.8,10,9.5,10,9.4,7.1,10,9.9,7.7,9.7,9.2,8.9,9.4,8.89,1
2016,HUN,Hungary,Eastern Europe,7.76,41,1,6.6,5,4.7,5.4,9.2,10,10,7.5,10,10,9.5,10,10,10,10,10,9.6,10,10,10,10,-,-,7.5,8,6.4,7.3,10,7.5,-,-,10,-,-,10,-,-,7.5,9,10,10,6,5.8,10,10,10,8.8,10,10,10,10,10,10,8.26,37,3.3,5.3,6,10,4,7,5,5.3,3.6,2.7,3.8,10,6.7,5,8,5.8,7.6,1,5.9,9.3,9.6,9.9,10,9.7,9,9,6.8,8.3,5.2,10,7.6,10,6.3,3.8,7.7,6,8,8,9.1,10,9,7.2,5.8,6.5,4,7.8,10,6.9,3.2,7.3,9.6,3.4,7.6,6.9,6.3,7.4,7.26,59
2016,ISL,Iceland,Western Europe,8.39,20,1,-,-,-,7.6,9.9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,-,-,10,9.6,4.8,8.1,10,10,-,-,10,-,-,10,-,-,10,10,10,10,8.7,8.8,10,10,10,9.6,7,10,10,10,10,9,9.06,13,2.5,8.1,8,4,3,3.5,6.9,5.8,8,6.8,8.2,10,10,6.8,8.8,8.9,8.2,1,8.4,9.2,9.3,9.7,10,9.6,9.8,9.1,3.1,7.3,5.2,8.8,7,10,4.4,0.8,7.7,4.3,7.2,2,10,10,7.3,5.6,7.4,5.1,8,10,10,7.7,5.3,7.8,9.6,7.5,9.5,8.4,8,7.7,7.72,25
2016,IND,India,South Asia,6.54,102,3,4,4.2,4.2,4.3,8.7,5,9.8,5,9.9,9.9,7.9,10,5,5,5,7.5,8,5,5,10,6.7,-,-,5,5.5,5.9,5.5,7.5,7.5,-,-,10,-,-,5,-,-,5,7,9.9,10,6.3,4.5,10,7.5,7.5,8,7,0,10,5,5,5.7,6.37,106,7.2,9,10,8,8,8,6.7,8.2,5.6,5.7,5.6,6.7,7.5,3.1,6.2,5.9,5.6,0.8,5.2,9.7,9,9,5,8.2,7.9,7.3,3.6,6.3,5.9,2,3.9,10,5.8,0,0.3,2.1,5.6,2,7.6,10,6.5,7.2,5.9,5.8,3,6.3,10,6.4,5.5,3.3,8.9,5.6,8.5,7.6,6.6,6.5,6.72,89
2016,IDN,Indonesia,South Asia,6.93,75,2,2.1,4.5,3.5,4.1,9.8,10,10,7.5,10,10,9.5,10,5,5,5,7.5,8.9,10,10,5,8.3,-,-,2.5,6.2,2.8,3.9,10,10,-,-,5,-,-,2.5,-,-,7.5,7,10,10,4.7,5.5,7.5,10,5,7.5,10,5,5,5,5,6.7,6.59,95,7.6,9.6,10,8,7,7.5,7.1,8.4,5.6,5,6,4.2,4.2,3.2,6.8,5.5,5.3,0.9,4.9,9.9,9.6,9.3,10,9.7,9.5,8.4,5.9,7.9,5.5,4.3,4.9,10,5.7,1.5,8.3,5.2,7,5,9.2,10,8.1,1.1,5.8,5.9,10,0,5,4.6,5.1,5.1,9.1,4.8,7.6,7.7,6.6,6.4,7.27,57
2016,IRN,Iran,Middle East & North Africa,5.11,154,4,2.1,5.2,4.5,4.4,9,0,9.9,2.5,10,10,6.5,10,0,0,0,5,6.8,0,0,0,0,-,-,2.5,6.9,3.4,4.3,2.5,5,-,-,5,-,-,2.5,-,-,5,4,10,9,0,1,7.5,5,5,5.4,7,0,0,0,2.5,3.2,4.48,155,5.5,8,4,7,7,7,3.1,5.5,4.4,3.8,4.7,7.5,6.7,5.6,7.9,5.59,5.73,0.6,4.6,8.6,5,9.9,10,8.4,7.5,4.7,0,4.1,5,0.2,2.6,10,3.8,0.8,0.4,1.7,4.6,0,9.2,10,6.4,7.8,4.5,5.2,8,2.5,1,4.8,3.8,1.6,9.5,4.3,9.3,6.1,5.8,5.7,5.74,144
2016,IRQ,Iraq,Middle East & North Africa,4.28,159,4,-,-,-,2.6,6.1,0,0,0,0,0,0,9.2,0,0,0,4.6,3.6,5,0,0,1.7,-,-,7.5,5.2,3.2,5.3,5,7.5,-,-,5,-,-,2.5,-,-,2.5,4.5,0.1,10,2.3,2,7.5,7.5,7.5,5.3,-,0,0,0,0,0,3.21,160,4.1,8.3,0,10,8,9,3.7,5,-,3,-,0,2.5,4.8,7.2,-,-,0.6,2.8,6,4.4,8.3,10,7.2,9.7,-,-,9.7,-,0.5,0.5,9.6,-,2.3,0,1.2,5.2,-,4.2,10,7.1,3.3,-,-,6,6.5,10,6.5,-,0,8.6,-,8.2,6.5,5.8,6.5,5.34,154
2016,IRL,Ireland,Western Europe,8.54,8,1,-,-,-,7.6,9.7,10,10,7.5,9.9,9.9,9.4,10,10,10,10,10,9.7,10,10,10,10,-,-,10,8.6,8.7,9.1,10,10,-,-,7.5,-,-,5,-,-,5,7.5,10,10,8,8.5,10,10,10,9.5,10,10,10,10,10,10,8.93,22,3.7,7.1,10,6,3,4.5,8.1,6.7,8.8,5.3,8.3,10,10,3.9,8.6,8,6.6,1,7.7,7.8,9.2,10,10,9.3,9,9,6.8,8.3,6.8,9.1,7.9,10,8,7.7,8.9,8.2,8.6,8,9.5,10,9.2,8.9,5.2,7.1,10,6.4,10,7.9,5.1,10,9.8,7.3,8.5,9.1,8.3,8.5,8.15,6
2016,ISR,Israel,Middle East & North Africa,7.87,37,1,-,-,-,6.9,9.5,10,10,5,9.4,5.9,8.1,10,10,10,10,10,9.2,10,10,5,8.3,-,-,7.5,6.5,3.8,5.9,10,10,-,-,10,-,-,10,-,-,10,10,10,1.8,7.3,6.5,10,10,10,7.9,-,10,10,10,10,10,8.23,38,3.3,6.8,10,5,5,5,6.6,6.3,8.4,5.6,7.6,4.2,8.3,3.5,5.7,6.8,6.7,0.9,6.2,8.2,9.5,9.9,10,9.4,9.7,9.2,6.6,8.5,6,7.3,6.7,10,7,6.2,9.8,7.7,8.2,10,8.7,10,9.6,8.9,5.9,7.2,8,2.5,0,5.4,4.6,8.2,9.6,6.1,7.5,7.4,7.2,7.4,7.5,37
2016,ITA,Italy,Western Europe,8.05,32,1,7.5,5.6,6.4,6.5,9.7,10,10,10,10,10,10,10,10,10,10,10,9.9,10,10,10,10,-,-,10,7.8,6.3,8,10,10,-,-,10,-,-,7.5,-,-,10,9.5,10,10,6,7.5,10,10,10,9.1,7,10,10,10,10,9,8.66,30,4.8,3.4,10,5,2,3.5,9.5,6.3,5,2,5,10,6.7,3.6,8.3,5.8,5.1,1,5.7,8,9.8,10,10,9.4,9,9,6.8,8.3,6.4,10,8.2,10,5,6.9,7.7,6.6,8.3,10,8.7,10,9.6,5.6,3,4.1,8,10,10,6.8,1.7,7.1,9.6,3.8,7.2,7.3,6.1,7.5,7.43,42
2016,JAM,Jamaica,Latin America & the Caribbean,7.17,62,2,5.8,5.4,5,5.4,0,10,10,7.5,10,10,9.5,10,10,10,10,10,6.5,10,10,5,8.3,-,-,10,9.4,8.5,9.3,10,10,-,-,10,-,-,7.5,-,-,10,9.5,10,10,9,7.8,10,10,10,9.5,0,0,10,5,10,5,7.14,75,7.3,8.4,7,9,5,7,8,7.5,6.4,4.1,6,10,3.3,3.3,6.4,4.6,2.9,0.9,5.1,5.4,9.4,9.5,10,8.6,1.3,8.3,5.5,5,6.7,5.7,6.2,10,7,1.5,10,6.2,6.9,10,9.7,9,9.6,8.9,5.1,7.2,10,6.5,10,8,3.6,5.1,9.9,4,8.6,7,6.4,8,7.2,62
2016,JPN,Japan,East Asia,8.3,23,1,7.7,7.9,7.4,7.6,9.9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,-,-,5,9.3,10,8.1,10,10,-,-,7.5,-,-,5,-,-,5,7.5,10,10,8.3,6,10,10,10,9.2,7,10,10,10,10,9,8.78,26,4.1,4.2,8,3,3,3,9.4,5.7,8.4,6.4,8.4,8.3,8.3,6.3,7.8,8.6,7.4,0.9,7.6,8.6,9.5,10,10,9.5,9.6,9.2,4.2,7.7,5.8,8.8,7.3,10,7.2,8.5,7.1,7.6,8.1,8,8.1,10,8.7,8.9,3.7,8,8,10,10,8.1,4.3,9.6,9.5,7.4,7.7,8.3,7.8,8.2,7.83,19
2016,JOR,Jordan,Middle East & North Africa,6.94,74,2,3.2,6.2,6,5.8,9.4,10,8.8,7.5,8.8,8.6,8.7,10,0,0,0,5,7.7,10,10,5,8.3,-,-,7.5,7.8,3.8,6.3,5,7.5,-,-,5,-,-,2.5,-,-,5,5,10,10,2.7,3.5,7.5,7.5,5,6.6,-,10,10,10,0,5,6.5,99,5.8,8.2,8,10,5,7.5,6.2,7.2,6.6,5.1,6.5,7.5,6.7,3.7,6.7,8.2,6.5,0.5,4.8,9.4,9.3,9.8,10,9.6,9.2,8.1,4.1,7.1,4.9,7.1,6,10,5.6,6.2,10,7.2,7.6,10,6.2,10,8.7,7.8,5.2,7.1,6,10,10,7.7,4.2,4.2,9.3,5.3,9.9,8.6,6.9,7.8,7.38,45
2016,KAZ,Kazakhstan,Caucasus & Central Asia,6.75,85,3,3.4,5.6,4.1,4.5,8.1,10,10,5,9.8,9.9,8.9,10,10,10,10,10,9,10,5,5,6.7,-,-,2.5,8.5,5.6,5.5,5,5,-,-,2.5,-,-,2.5,-,-,5,4,10,8.3,0.7,1.5,7.5,7.5,7.5,6.1,7,10,10,10,10,9,6.52,97,6.6,8.7,6,10,8,9,4.1,6.9,4.4,4.2,5.2,8.3,5.8,6.3,9.9,5.2,6.9,0.7,5.4,8.9,8.2,7.1,10,8.6,7.5,8.6,7.2,7.8,5.7,4.9,5.3,10,5.1,2.3,1.7,3,6.5,8,7.6,10,8.5,10,5.3,5.7,10,9.3,3,7.2,4.3,6.2,9.7,4,8.9,8,6.9,7.5,6.99,73
2016,KEN,Kenya,Sub-Saharan Africa,6.98,71,2,3,4.6,3.8,4,8.1,5,9.7,5,9.5,9.7,7.8,7.3,5,5,5,6.2,7.3,10,10,10,10,-,-,7.5,7.7,6.5,7.2,10,7.5,-,-,5,-,-,5,-,-,7.5,7,10,10,4.3,4,10,10,10,8.3,10,0,10,5,7.5,7.5,6.82,86,7.5,9.6,6,8,8,8,6.5,7.5,5.4,4.8,6,6.7,3.3,4.4,6.9,5.1,3.5,0.9,4.9,8.9,9.2,8.7,10,9.2,7.6,7.4,5.2,6.7,5.3,5.6,5.4,10,6.1,3.8,3.8,4.6,6.7,10,4.3,10,8.1,6.7,5.4,6.6,8,9.6,10,7.7,5,4,8.9,3.6,8.3,7.9,6.3,7.4,7.14,66
2016,KOR,"Korea, South",East Asia,8.26,25,1,7.9,7.4,7,7.4,9.7,10,10,7.5,10,10,9.5,10,10,10,10,10,9.7,10,10,10,10,-,-,10,9.1,8.9,9.4,10,10,-,-,7.5,-,-,10,-,-,10,9.5,10,10,6.3,6.5,10,10,10,9,7,10,10,10,10,9,8.98,18,4.8,7.1,10,6,5,5.5,7.4,7,4.7,4.4,6.6,6.7,8.3,7.5,8.2,7.1,6.3,0.9,6.4,8.9,9.7,9.8,10,9.6,9.6,7.2,0,5.6,5.4,9.6,7.5,10,5.5,6.2,10,7.2,7.6,8,9.9,10,9.3,5.6,4.2,6.7,10,2.5,0,4.8,3.5,9.8,9.7,4.6,10,7.9,7.6,7.2,7.55,36
2016,KWT,Kuwait,Middle East & North Africa,6.15,124,4,-,-,-,5.2,9.3,10,10,7.5,9.9,10,9.5,10,0,0,0,5,7.9,10,5,5,6.7,-,-,2.5,8.1,3.4,4.6,7.5,7.5,-,-,0,-,-,2.5,-,-,2.5,4,10,10,3,4.3,10,7.5,7.5,7.5,-,0,10,5,0,2.5,5.81,126,1.1,6.9,4,10,10,10,2.8,5,6,4.9,6,8.3,6.7,5.1,9.2,6.7,6.7,0.5,4.9,9.4,4.6,9.4,10,8.3,9.4,9.1,7.9,8.8,5.3,3.6,4.4,10,3.1,3.1,6.2,4.1,6.8,10,10,10,10,10,4.7,6.4,4,4.4,10,6.6,3.6,2,8.7,4,7.1,8.9,5.7,7.4,6.5,107
2016,KGZ,Kyrgyz Republic,Caucasus & Central Asia,6.81,82,2,3.6,4.6,3.2,3.8,8.2,10,10,2.5,9.9,9.8,8.5,10,5,5,5,7.5,8.1,10,10,5,8.3,-,-,-,7.7,6.5,7.1,-,-,-,-,-,-,-,-,-,-,-,-,10,8.4,3.3,3.3,-,-,-,6.2,7,10,10,10,7.5,8.2,6.7,90,6.7,7.2,6,10,7,8.5,6.7,7,3.5,3.3,4.2,4,-,4.5,9.9,4.1,5.6,0.7,4.3,8.6,8.9,9.9,10,9.4,8.2,8.6,7.6,8.1,5,7.5,6.2,10,4.5,1.5,8.7,4.9,7.3,8,9.4,8,8.5,5,4.4,5.3,10,7.8,1,5.6,3.9,2.7,9.7,3,8.6,7.5,5.9,6.6,6.92,79
2016,LAO,Laos,South Asia,6.22,121,3,-,-,-,3.9,7.2,10,10,7.5,9.9,9.6,9.4,10,5,5,5,7.5,8,0,10,5,5,-,-,7.5,8.2,4.5,6.7,0,0,-,-,0,-,-,0,-,-,2.5,0.5,10,10,1.3,1.5,7.5,2.5,7.5,5.8,-,10,10,10,10,10,5.78,127,6.5,9.8,6,9,9,9,1.9,6.6,4.7,4.6,4.8,7.6,-,5.2,8.7,5.5,6.4,1,5.94,6.1,8.5,9.7,5,7.3,8.8,8.3,7.3,8.1,5.5,1.6,3.5,10,5.1,1.7,10,5.6,6.8,-,8.3,10,9.1,5.6,4.9,6.7,10,1,1,4.9,4.8,1.8,7.8,4.8,9.6,5.9,5.8,6.6,6.66,94
2016,LVA,Latvia,Eastern Europe,8.3,23,1,-,-,-,6.7,8.7,10,10,10,10,10,10,10,10,10,10,10,9.6,10,10,10,10,-,-,10,9.1,6.5,8.5,10,10,-,-,10,-,-,10,-,-,10,10,10,10,7.7,8,10,10,10,9.4,10,10,10,10,10,10,8.86,23,5.1,6.2,8,9,4,6.5,9.2,7,4.4,2.7,5.1,8.3,8.3,5.5,9,5.4,7,1,6.2,7.8,9.5,10,10,9.3,9,9,6.8,8.3,6.7,9.4,8.1,10,6.6,6.9,7.7,7.1,8.4,10,9.3,8,9.1,5,4.2,8.4,10,7.8,10,7.6,3.2,9.1,9.8,4,7.8,8.1,7,7.9,7.75,22
2016,LBN,Lebanon,Middle East & North Africa,6.78,83,3,2.9,4.7,3.7,4.3,8.4,10,10,2.5,8.6,7.5,7.7,10,0,0,0,5,7,10,10,5,8.3,-,-,7.5,7.9,6,7.2,10,10,-,-,7.5,-,-,7.5,-,-,10,9,10,10,3.3,4.8,10,10,10,8.3,-,0,10,5,2.5,3.8,6.5,100,8.2,8.1,10,10,8,9,6.9,8.5,3.4,2.9,5.3,3.3,6.7,3.2,7.4,4.1,4.5,0.7,3.95,10,9,9.8,10,9.7,9.1,8.9,5.5,7.8,5.2,3.1,4.1,10,5,1.5,9.3,5.3,6.8,10,0,10,6.7,5.6,5,6.6,8,10,10,7.5,3.1,0.4,8.9,2.4,6.8,8,4.9,6.4,7.06,71
2016,LSO,Lesotho,Sub-Saharan Africa,6.58,99,3,-,-,-,4.9,0,5,10,7.5,10,10,8.5,10,5,5,5,7.5,5.3,10,10,10,10,-,-,-,9.7,8.8,9.2,-,-,-,-,-,-,-,-,-,-,-,-,10,10,5.7,4.5,-,-,-,7.5,0,10,10,10,7.5,5.8,6.63,94,2.6,9.1,0,8,8,8,7.54,5.4,4.6,4.1,4.4,6,-,3.9,6.5,7.5,9,0.9,5.4,9.3,8.4,8.7,5,7.8,2.5,8.5,5.6,5.5,3.9,9.7,6.8,10,4.2,2.3,5.1,3.9,6.5,10,10,9,9.7,6.7,4.1,4.1,8,6.5,10,6.6,4.5,4.4,9,3.1,7.9,6.3,5.9,7.4,6.53,104
2016,LBR,Liberia,Sub-Saharan Africa,6.36,110,3,2.5,4.3,3.1,3.8,8.7,10,10,7.5,10,10,9.5,4.2,5,5,5,4.6,7.6,5,10,5,6.7,-,-,-,9.4,9,9.2,-,-,-,-,-,-,-,-,-,-,-,-,10,10,4.3,4.5,-,-,-,7.2,-,0,0,0,5,2.5,6.05,120,8.8,8.6,4,9,7,8,8.4,7.6,3.8,3.9,4.6,5,3.3,2.9,4.6,4.3,5.2,1,4.19,9.7,9.5,8.2,10,9.4,6.4,8,7,7.1,4.6,0,2.3,10,5.8,8.5,1.8,5.3,6.2,8,0,9,5.7,6.7,4.4,5.3,8,3.1,10,6.2,4.6,2.2,9.6,3.8,9.4,8.4,6.4,6.1,6.68,92
2016,LBY,Libya,Middle East & North Africa,4.48,157,4,-,-,-,2.3,9,10,0,0,0,0,2,10,0,0,0,5,5.3,10,5,5,6.7,-,-,7.5,7.5,5.8,6.9,2.5,2.5,-,-,2.5,-,-,2.5,-,-,2.5,2.5,0,10,2.7,1.3,7.5,7.5,5,4.8,-,0,0,0,2.5,1.3,4.12,157,0,-,0,10,9,9.5,4.18,3.4,3.4,2.3,3.3,5,6.7,3.6,-,1.7,2.5,0.8,3.21,7,3.9,4.6,10,6.4,-,-,-,-,5.5,4.3,4.9,7.4,5,0.8,0.3,2,4.8,-,10,10,10,7.2,2.7,5.4,8,4.4,10,6.3,3.2,0,8.4,3.1,-,0,3,6.4,4.83,161
2016,LTU,Lithuania,Eastern Europe,8.35,22,1,-,-,-,6.8,7.9,10,10,10,10,10,10,10,10,10,10,10,9.3,10,10,10,10,-,-,10,9,6.4,8.5,10,10,-,-,10,-,-,10,-,-,10,10,10,10,8,8.5,10,10,10,9.5,10,10,10,10,10,10,8.82,24,5.6,6.3,8,10,4,7,9.7,7.3,5.4,3.7,5.6,8.3,6.7,6.2,9.7,6.2,6.8,1,6.5,8,9.6,9.8,10,9.3,9,9,6.8,8.3,5.6,9.7,7.7,10,5.8,6.9,7.7,6.8,8.2,10,9.5,10,9.8,8.3,3.7,8.2,10,6.3,3,6.6,3.4,9.6,9.8,4.9,9.7,8.8,7.7,8,7.88,13
2016,LUX,Luxembourg,Western Europe,8.52,9,1,-,-,-,8,9.6,10,10,-,10,10,10,10,10,10,10,10,9.9,10,10,10,10,-,-,10,9.6,7.9,9.1,10,10,-,-,10,-,-,10,-,-,10,10,10,10,9,8.8,10,10,10,9.7,7,10,10,10,10,9,9.24,7,1.3,4.4,7,5,4,4.5,8.5,5.1,8.6,7.2,8.9,10,10,7.5,6.2,8.7,8.1,1,8.4,8,9.3,9.9,10,9.3,9,9,6.8,8.3,6.7,10,8.4,10,8.3,3.8,7.7,6.6,8.3,8,10,10,9.3,2.2,4.5,6.8,6,8.5,10,6.3,5.7,7.1,9.4,7.8,8.4,9.4,8,7.9,7.79,20
2016,MDG,Madagascar,Sub-Saharan Africa,6.51,104,3,2.1,3.9,3.6,3.6,6.9,10,10,7.5,10,9.3,9.3,10,5,5,5,7.5,7.9,10,10,10,10,-,-,5,9.3,8.3,7.5,7.5,2.5,-,-,5,-,-,5,-,-,7.5,5.5,10,10,3.7,4.3,10,10,10,8.3,-,10,10,10,5,7.5,6.76,88,8.4,9.3,4,10,7,8.5,8.7,7.8,2.3,2.8,3.6,1.7,4.2,3,5.1,3.1,3.8,0.7,2.8,8.3,9.6,8.7,5,7.9,8.4,7.7,7.2,7.8,4.1,5.1,4.6,10,5.4,0.8,10,5.4,6.9,10,7.2,5,7.4,0,4.6,6.3,8,7.1,1,4.5,3.6,2.4,9.4,2.5,7.8,7.9,5.6,5.8,6.25,120
2016,MWI,Malawi,Sub-Saharan Africa,6.65,94,3,4.4,5.4,4.3,4.9,9.3,10,10,7.5,10,10,9.5,10,5,5,5,7.5,8.8,10,10,5,8.3,-,-,-,9.4,7.6,8.5,-,-,-,-,-,-,-,-,-,-,-,-,10,10,5,6.3,-,-,-,7.8,10,0,0,0,10,6.7,7.34,66,7.8,9.4,2,8,4,6,6.9,6.4,5.2,3.7,4.8,5.8,4.2,2.3,8.2,4.7,4.4,0.9,4.7,7.2,8.6,5.7,5,6.6,8.9,7.5,5.8,7.4,5.8,5,5.4,6.6,6,1.5,7.1,4.9,6.1,10,0,6,5.3,4.4,4.3,6.7,10,5.7,10,6.9,4.3,2.7,8.3,2.8,8.4,8,5.8,6,5.95,136
2016,MYS,Malaysia,South Asia,6.52,103,3,3.3,5.6,5.5,5.4,9.2,10,10,10,9.9,9.9,10,10,0,0,0,5,8,0,10,5,5,-,-,2.5,6.9,2.4,3.9,7.5,2.5,-,-,2.5,-,-,2.5,-,-,5,4,10,10,1.3,3.8,7.5,7.5,7.5,6.8,7,0,0,0,5,4,5.74,130,6.3,8.4,4,9,9,9,4,6.3,6.1,6.5,7.3,8.3,6.7,5,8.6,7.4,6.3,0.7,5.8,4.1,9.5,9.6,10,8.3,9.8,8.8,3.4,7.4,6.3,7.6,7,10,6.7,0.8,10,5.8,7.5,10,8.9,10,9.6,10,6.4,7.4,10,4.2,10,8,6.4,10,9.4,6,9.6,7.9,8.2,8.6,7.31,53
